OBJECTID,ID_0,ISO,NAME_0,ID_1,NAME_1,HASC_1,CCN_1,CCA_1,TYPE_1,ENGTYPE_1,NL_NAME_1,VARNAME_1,Shape_Leng,Shape_Area
680,58,HRV,Croatia,4,Dubrovacko-Neretvanska,HR.DN,0,,Županija,County,,Dubrovnik-Neretva,15.83552274420,0.21860557586
681,58,HRV,Croatia,5,Grad Zagreb,HR.GZ,0,,Grad,City,,,2.33481830895,0.14619349975
682,58,HRV,Croatia,6,Istarska,HR.IS,0,,Županija,County,,Istra,7.16172529027,0.33097283460
683,58,HRV,Croatia,7,Karlovacka,HR.KA,0,,Županija,County,,Karlovac,4.12622160655,0.41226277305
684,58,HRV,Croatia,8,Koprivničko-Križevačka,HR.KK,0,,Županija,County,,Koprivnica-Križevci,3.24806310857,0.20519404899
685,58,HRV,Croatia,9,Krapinsko-Zagorska,HR.KZ,0,,Županija,County,,Krapina-Zagorje,1.98192272397,0.13941788164
686,58,HRV,Croatia,10,Licko-Senjska,HR.LS,0,,Županija,County,,Lika-Senj,6.31068367385,0.61114833235
687,58,HRV,Croatia,11,Medimurska,HR.ME,0,,Županija,County,,Medimurje,1.67258124040,0.08922616724
688,58,HRV,Croatia,12,Osjecko-Baranjska,HR.OB,0,,Županija,County,,Osijek-Baranja,4.36036067068,0.46060908086
689,58,HRV,Croatia,13,Požeško-Slavonska,HR.PS,0,,Županija,County,,Požega-Slavonija,3.15277697097,0.20812694251
690,58,HRV,Croatia,14,Primorsko-Goranska,HR.PG,0,,Županija,County,,Primorje-Gorski Kotar,15.98814276760,0.41724228329
691,58,HRV,Croatia,15,Sisacko-Moslavacka,HR.SM,0,,Županija,County,,Sisak-Moslavina,4.52179805024,0.51516925097
692,58,HRV,Croatia,16,Splitsko-Dalmatinska,HR.SD,0,,Županija,County,,Split-Dalmacia,15.42694493850,0.52871819903
693,58,HRV,Croatia,17,Varaždinska,HR.VA,0,,Županija,County,,Varaždin|Varasd,2.54557432811,0.15244384541
694,58,HRV,Croatia,18,Viroviticko-Podravska,HR.VP,0,,Županija,County,,Virovitica-Podravina,2.77616149123,0.23963656712
695,58,HRV,Croatia,19,Vukovarsko-Srijemska,HR.VS,0,,Županija,County,,Vukovar-Srijem,3.80010617870,0.27597956536
696,58,HRV,Croatia,20,Zadarska,HR.ZD,0,,Županija,County,,Zadar-Knin,23.67312441500,0.42539101930
697,58,HRV,Croatia,21,Zagrebačka,HR.ZG,0,,Županija,County,,Zagreb,4.86472343170,0.27733321340
698,59,CUB,Cuba,1,Camagüey,CU.CM,0,,Provincia,Province,,Puerto Principe,39.66328426170,1.37113592341
699,59,CUB,Cuba,2,Ciego de Ávila,CU.CA,0,,Provincia,Province,,,20.70692129510,0.64375847744
700,59,CUB,Cuba,3,Cienfuegos,CU.CF,0,,Provincia,Province,,,4.44549472904,0.35033577743
701,59,CUB,Cuba,4,Ciudad de la Habana,CU.CH,0,,Provincia,Province,,,1.76859387349,0.07213972016
702,59,CUB,Cuba,5,Granma,CU.GR,0,,Provincia,Province,,,8.54017106755,0.74854021452
703,59,CUB,Cuba,6,Guantánamo,CU.GU,0,,Provincia,Province,,,6.68392334314,0.53190578191
704,59,CUB,Cuba,7,Holguín,CU.HO,0,,Provincia,Province,,,13.48547703740,0.75411104188
705,59,CUB,Cuba,8,Isla de la Juventud,CU.IJ,0,,Provincia,Province,,Puerto Principe,17.03508003100,0.21897996307
706,59,CUB,Cuba,9,La Habana,CU.LH,0,,Provincia,Province,,,4.00810766694,0.17200566077
707,59,CUB,Cuba,10,Las Tunas,CU.LT,0,,Provincia,Province,,,8.58174368430,0.56904170147
708,59,CUB,Cuba,11,Matanzas,CU.MA,0,,Provincia,Province,,,26.84448422110,1.02670562416
709,59,CUB,Cuba,12,Mayabeque,CU.MQ,0,,Provincia,Province,,,3.88506899383,0.32336670650
710,59,CUB,Cuba,13,Pinar del Río,CU.PR,0,,Provincia,Province,,,14.96522550410,0.96724599634
711,59,CUB,Cuba,14,Sancti Spíritus,CU.SS,0,,Provincia,Province,,,7.67358570069,0.55687099465
712,59,CUB,Cuba,15,Santiago de Cuba,CU.SC,0,,Provincia,Province,,,6.68513924430,0.55372775241
713,59,CUB,Cuba,16,Villa Clara,CU.VC,0,,Provincia,Province,,,30.27212901970,0.80080492797
714,61,CYP,Cyprus,1,Famagusta,CY.FA,0,,Eπαρχίες|Eparchies,District,Αμμόχωστος,Famgusta|Ammochostos|Famagosta|Famagouste|Gazimagosa|Gazimagusa|Magusa|Gazimağusa,0.98267575560,0.02015158768
715,61,CYP,Cyprus,2,Larnaca,CY.LA,0,,Eπαρχίες|Eparchies,District,Λάρνακα,Lárnaka|Larnaka|İskele,2.03908667429,0.09001149631
716,61,CYP,Cyprus,3,Limassol,CY.LI,0,,Eπαρχίες|Eparchies,District,Λεμεσός,Limasol|Leymosun,2.19873345480,0.12448166125
717,61,CYP,Cyprus,4,Nicosia,CY.NI,0,,Eπαρχίες|Eparchies,District,Λευκωσία,Lefkosía|Levkosía|Lefkosa|Nicosie|Nikosia|Lefkoşa,2.99373694629,0.19478477493
718,61,CYP,Cyprus,5,Paphos,CY.PA,0,,Eπαρχίες|Eparchies,District,Πάφος,Baf|Pafos|Gazibaf,2.52551165292,0.13483716369
719,62,CZE,Czech Republic,1,Ústecký,CZ.UK,0,,Kraj,Region,,Aussig an der Elbe|Aussig|Ústí nad Labem,6.05021782422,0.68756943867
720,62,CZE,Czech Republic,2,Jihočeský,CZ.CK,0,,Kraj,Region,,Budweis|Budejovický|Ceskobudejovický|South Bohemian,6.94347469709,1.23114753361
721,62,CZE,Czech Republic,3,Jihomoravský,CZ.BK,0,,Kraj,Region,,Brünn|Jihomoravský Brnenský|South Moravian,6.86236257915,0.87299719602
722,62,CZE,Czech Republic,4,Karlovarský,CZ.KK,0,,Kraj,Region,,Carlsbad| Karlovy Vary,4.28473185278,0.43085479915
723,62,CZE,Czech Republic,5,Královéhradecký,CZ.HK,0,,Kraj,Region,,Königsgrätz| Hradec Králové,5.66959876969,0.61020264545
724,62,CZE,Czech Republic,6,Kraj Vysočina,CZ.JK,0,,Kraj,Region,,Iglau|Jihlavský|Vysocina|Vysočina,4.79197201075,0.87288847594
725,62,CZE,Czech Republic,7,Liberecký,CZ.LK,0,,Kraj,Region,,Reichenberg| Liberec,4.10823043785,0.39961907943
726,62,CZE,Czech Republic,8,Moravskoslezský,CZ.VK,0,,Kraj,Region,,Mährisch-Ostrau|Mähren|Morava|Moravie|Mor via|Moravskoslezský|Ostravský| Moravian-Silesian,6.05624714919,0.67223091746
727,62,CZE,Czech Republic,9,Olomoucký,CZ.OK,0,,Kraj,Region,,Olmütz|Olomouc,5.90058454882,0.63065803105
728,62,CZE,Czech Republic,10,Pardubický,CZ.EK,0,,Kraj,Region,,Pardubitz|Pardubice,4.57810918562,0.55844279403
729,62,CZE,Czech Republic,11,Plzeňský,CZ.PK,0,,Kraj,Region,,Pilsen|Plzeň,5.29288268450,0.94571953779
730,62,CZE,Czech Republic,12,Prague,CZ.SK,0,,Kraj,Region,,Prag |Hlavní město Praha,1.25973817390,0.06144389264
731,62,CZE,Czech Republic,13,Středočeský,CZ.SK,0,,Kraj,Region,,Central Bohemian,7.99609117317,1.35802091040
732,62,CZE,Czech Republic,14,Zlínský,CZ.ZK,0,,Kraj,Region,,Gottwaldov|Zlín,3.67609820114,0.49423747815
733,63,COD,Democratic Republic of the Congo,1,Équateur,CD.EQ,0,,Province,Province,,Equator|Equatorial,36.55013162100,32.84915710160
734,63,COD,Democratic Republic of the Congo,2,Bandundu,CD.BN,0,,Province,Province,,,25.54013818070,24.11770469900
735,63,COD,Democratic Republic of the Congo,3,Bas-Congo,CD.BC,0,,Province,Province,,Bas-Zaire|Bas-Zaïre|Kongo-Central|Lower Zaire,14.78711245040,4.41501262510
736,63,COD,Democratic Republic of the Congo,4,Kasaï-Occidental,CD.KC,0,,Province,Province,,Kasai West|West Kasai|West Kassai,19.54588061370,12.48935463910
737,63,COD,Democratic Republic of the Congo,5,Kasaï-Oriental,CD.KR,0,,Province,Province,,East Kasai|Kasai East,24.90081301130,13.75964503510
738,63,COD,Democratic Republic of the Congo,6,Katanga,CD.KT,0,,Province,Province,,Shaba,41.47092744210,40.11993067050
739,63,COD,Democratic Republic of the Congo,7,Kinshasa City,CD.KN,0,,Neutral City,Neutral City,,Kinshasa|Léopoldville,4.74568116308,0.89453798005
740,63,COD,Democratic Republic of the Congo,8,Kivu,CD.KV,0,,Province,Province,,Kivou,27.37771038010,20.47716857950
741,63,COD,Democratic Republic of the Congo,9,Orientale,CD.HC,0,,Province,Province,,Haut-Zaire|Haut-ZaïreUpper Zaire,43.02316148910,40.79727206400
742,64,DNK,Denmark,1,Hovedstaden,DK.HS,0,,Region,Region,,Capital,8.49749611274,0.36754318041
743,64,DNK,Denmark,2,Midtjylland,DK.MJ,0,,Region,Region,,Central Jutland,24.22875971730,1.90331634242
744,64,DNK,Denmark,3,Nordjylland,DK.ND,0,,Region,Region,,North Jutland,20.26065584530,1.17146172819
745,64,DNK,Denmark,4,Sjælland,DK.SL,0,,Region,Region,,Zealand,27.16124488500,1.03721660370
746,64,DNK,Denmark,5,Syddanmark,DK.SD,0,,Region,Region,,South Denmark,32.13018843690,1.72488616659
747,65,DJI,Djibouti,1,Ali Sabieh,DJ.AS,0,,Region,Region,,`Ali Sabîh,1.66116828997,0.17376714005
748,65,DJI,Djibouti,2,Dikhil,DJ.DK,0,,Region,Region,,Dikkil,3.98096148393,0.65696826638
749,65,DJI,Djibouti,3,Djibouti,DJ.DB,0,,City,City,,,1.92102961901,0.06433568597
750,65,DJI,Djibouti,4,Obock,DJ.OB,0,,Region,Region,,,3.03144566330,0.36806330968
751,65,DJI,Djibouti,5,Tadjourah,DJ.TA,0,,Region,Region,,Tadjoura,3.55274780184,0.55008242158
752,66,DOM,Dominican Republic,1,Azua,DO.AZ,0,,Provincia,Province,,,3.80648488307,0.22693008040
753,66,DOM,Dominican Republic,2,Bahoruco,DO.BR,0,,Provincia,Province,,Baoruco,2.03671560113,0.11157896456
754,66,DOM,Dominican Republic,3,Barahona,DO.BH,0,,Provincia,Province,,,2.96636942356,0.13570882357
755,66,DOM,Dominican Republic,4,Dajabón,DO.DA,0,,Provincia,Province,,Libertador,1.82071968050,0.08883621476
756,66,DOM,Dominican Republic,5,Distrito Nacional,DO.NC,0,,Distrito,National District,,,0.54476732530,0.00746797382
757,66,DOM,Dominican Republic,6,Duarte,DO.DU,0,,Provincia,Province,,,2.53665637972,0.13952066506
758,66,DOM,Dominican Republic,7,El Seybo,DO.SE,0,,Provincia,Province,,El Seibo,2.54358619804,0.14947903347
759,66,DOM,Dominican Republic,8,Espaillat,DO.ES,0,,Provincia,Province,,,2.05479367651,0.07383135192
760,66,DOM,Dominican Republic,9,Hato Mayor,DO.HM,0,,Provincia,Province,,Hato Major,2.86417322149,0.11263152848
761,66,DOM,Dominican Republic,10,Independencia,DO.IN,0,,Provincia,Province,,,2.71795304071,0.16987523880
762,66,DOM,Dominican Republic,11,La Altagracia,DO.AL,0,,Provincia,Province,,,4.02934340683,0.26544654852
763,66,DOM,Dominican Republic,12,La Estrelleta,DO.EP,0,,Provincia,Province,,Elías Piña|San Rafael,2.96968683214,0.12224049628
764,66,DOM,Dominican Republic,13,La Romana,DO.RO,0,,Provincia,Province,,,1.21435040582,0.04772302356
765,66,DOM,Dominican Republic,14,La Vega,DO.VE,0,,Provincia,Province,,,2.95680603979,0.19269111620
766,66,DOM,Dominican Republic,15,María Trinidad Sánchez,DO.MT,0,,Provincia,Province,,Maria Trinidad S|Trinidad S nchez Nagua,2.03187069695,0.10593561279
767,66,DOM,Dominican Republic,16,Monseñor Nouel,DO.MN,0,,Provincia,Province,,Monsenor Novel,1.38418595037,0.08332921421
768,66,DOM,Dominican Republic,17,Monte Cristi,DO.MC,0,,Provincia,Province,,,2.81716515447,0.16762172533
769,66,DOM,Dominican Republic,18,Monte Plata,DO.MP,0,,Provincia,Province,,,2.67023679869,0.22193369497
770,66,DOM,Dominican Republic,19,Pedernales,DO.PN,0,,Provincia,Province,,,3.23205719417,0.17504823628
771,66,DOM,Dominican Republic,20,Peravia,DO.PV,0,,Provincia,Province,,José Trujillo Valdez,1.83091469464,0.06593675743
772,66,DOM,Dominican Republic,21,Puerto Plata,DO.PP,0,,Provincia,Province,,,3.32792817532,0.16290649178
773,66,DOM,Dominican Republic,22,Sánchez Ramírez,DO.SZ,0,,Provincia,Province,,,1.69342829983,0.10101784488
774,66,DOM,Dominican Republic,23,Salcedo,DO.SC,0,,Provincia,Province,,Hermanas Mirabal,1.14286788425,0.03641451824
775,66,DOM,Dominican Republic,24,Samaná,DO.SM,0,,Provincia,Province,,,2.93126962689,0.07383617045
776,66,DOM,Dominican Republic,25,San Cristóbal,DO.CR,0,,Provincia,Province,,Trujillo,2.05305172373,0.10355184215
777,66,DOM,Dominican Republic,26,San José de Ocoa,DO.JO,0,,Provincia,Province,,José Trujillo Valdez,1.34518069220,0.07262022560
778,66,DOM,Dominican Republic,27,San Juan,DO.JU,0,,Provincia,Province,,Benefactor|San Juan de la Maguana,2.72875999582,0.28549743625
779,66,DOM,Dominican Republic,28,San Pedro de Macorís,DO.PM,0,,Provincia,Province,,,2.32633350118,0.10808714953
780,66,DOM,Dominican Republic,29,Santiago Rodríguez,DO.SR,0,,Provincia,Province,,Santiago Rodriguez,1.70209184459,0.09830819957
781,66,DOM,Dominican Republic,30,Santiago,DO.ST,0,,Provincia,Province,,Santiago de los Caballeros,2.97320551372,0.23832369419
782,66,DOM,Dominican Republic,31,Santo Domingo,DO.SD,0,,Provincia,Province,,,2.79696348252,0.11120602478
783,66,DOM,Dominican Republic,32,Valverde,DO.VA,0,,Provincia,Province,,,1.30431130004,0.06839657330
784,67,DMA,Dominica,1,Saint Andrew,DM.AN,0,,Parish,Parish,,,0.79990907758,0.01539693143
785,67,DMA,Dominica,2,Saint David,DM.DA,0,,Parish,Parish,,,0.69110895746,0.01050825340
786,67,DMA,Dominica,3,Saint George,DM.GO,0,,Parish,Parish,,,0.32797238039,0.00467981222
787,67,DMA,Dominica,4,Saint John,DM.JN,0,,Parish,Parish,,,0.48054287063,0.00500738587
788,67,DMA,Dominica,5,Saint Joseph,DM.JH,0,,Parish,Parish,,,0.45261234414,0.01036905649
789,67,DMA,Dominica,6,Saint Luke,DM.LU,0,,Parish,Parish,,,0.12790153846,0.00069417056
790,67,DMA,Dominica,7,Saint Mark,DM.MA,0,,Parish,Parish,,,0.17878457614,0.00093858239
791,67,DMA,Dominica,8,Saint Patrick,DM.PK,0,,Parish,Parish,,,0.50430647612,0.00737258184
792,67,DMA,Dominica,9,Saint Paul,DM.PL,0,,Parish,Parish,,,0.37425492144,0.00571668072
793,67,DMA,Dominica,10,Saint Peter,DM.PR,0,,Parish,Parish,,,0.28024505682,0.00282191039
794,68,ECU,Ecuador,1,Azuay,EC.AZ,0,,Provincia,Province,,,5.76818028504,0.65131578580
795,68,ECU,Ecuador,2,Bolivar,EC.BO,0,,Provincia,Province,,,4.07598009628,0.31942168824
796,68,ECU,Ecuador,3,Cañar,EC.CN,0,,Provincia,Province,,,3.15323228108,0.27022036293
797,68,ECU,Ecuador,4,Carchi,EC.CR,0,,Provincia,Province,,,3.56315721432,0.28869726045
798,68,ECU,Ecuador,5,Chimborazo,EC.CB,0,,Provincia,Province,,,4.21611848633,0.52542906979
799,68,ECU,Ecuador,6,Cotopaxi,EC.CT,0,,Provincia,Province,,Le¢n,3.86983953743,0.48843440537
800,68,ECU,Ecuador,7,El Oro,EC.EO,0,,Provincia,Province,,,7.43716379671,0.47344936350
801,68,ECU,Ecuador,8,Esmeraldas,EC.ES,0,,Provincia,Province,,,10.22673689210,1.26246103608
802,68,ECU,Ecuador,9,Galápagos,EC.GA,0,,Provincia,Province,,,17.72308159510,0.65304783428
803,68,ECU,Ecuador,10,Guayas,EC.GU,0,,Provincia,Province,,,13.15738733520,1.32905098716
804,68,ECU,Ecuador,11,Imbabura,EC.IM,0,,Provincia,Province,,,4.81238488380,0.38947202149
805,68,ECU,Ecuador,12,Loja,EC.LJ,0,,Provincia,Province,,,7.01156795633,0.90472982072
806,68,ECU,Ecuador,13,Los Rios,EC.LR,0,,Provincia,Province,,,6.79699468148,0.58707652071
807,68,ECU,Ecuador,14,Manabi,EC.MN,0,,Provincia,Province,,,10.89341856420,1.57086689409
808,68,ECU,Ecuador,15,Morona Santiago,EC.MS,0,,Provincia,Province,,,8.91423947659,1.95620783745
809,68,ECU,Ecuador,16,Napo,EC.NA,0,,Provincia,Province,,,7.84394668505,1.01351827188
810,68,ECU,Ecuador,17,Orellana,EC.OR,0,,Provincia,Province,,,10.96293339900,1.73595541558
811,68,ECU,Ecuador,18,Pastaza,EC.PA,0,,Provincia,Province,,,9.28812577520,2.41583711040
812,68,ECU,Ecuador,19,Pichincha,EC.PI,0,,Provincia,Province,,,6.13868344463,0.77448736437
813,68,ECU,Ecuador,20,Santa Elena,EC.SE,0,,Provincia,Province,,,3.89494785874,0.31031233446
814,68,ECU,Ecuador,21,Santo Domingo de los Tsáchilas,EC.SD,0,,Provincia,Province,,,4.04681539170,0.33732670966
815,68,ECU,Ecuador,22,Sucumbios,EC.SU,0,,Provincia,Province,,,10.27882123380,1.46602687724
816,68,ECU,Ecuador,23,Tungurahua,EC.TU,0,,Provincia,Province,,,2.93768681238,0.27470369777
817,68,ECU,Ecuador,24,Zamora Chinchipe,EC.ZC,0,,Provincia,Province,,,5.57417237811,0.86190051546
818,69,EGY,Egypt,1,Ad Daqahliyah,EG.DQ,0,,Muhafazah,Governorate,الدقهلية,Al Daqahliyah|Dacahlia|Dagahlia|Dakahlieh|Dakahliya|Dakalieh|Daqalīya|Dakahlia|Dekahlia,4.52795713172,0.35029476192
819,69,EGY,Egypt,2,Al Bahr al Ahmar,EG.BA,0,,Muhafazah,Governorate,محافظة البحر الأحمر,Mar Rojo|Mar Vermelho|Mer Rouge|Red Sea,28.99019045740,9.37264111806
820,69,EGY,Egypt,3,Al Buhayrah,EG.BH,0,,Muhafazah,Governorate,البحيرة,Beheira|Behera|El Buhayra|Béhéra,5.77554833411,1.07700263973
821,69,EGY,Egypt,4,Al Fayyum,EG.FY,0,,Muhafazah,Governorate,محافظة الفيوم,El Faiyum|el Fayoum|Faium|Faiyūm|Fayum|Fayoum|Fayyum,2.69437679777,0.16560650967
822,69,EGY,Egypt,5,Al Gharbiyah,EG.GH,0,,Muhafazah,Governorate,محافظة الغربية,al-Garbīyah|El Gharbiya|Garbia|Gharbieh|Gharbīya|Gharbia,2.82825776715,0.18859675011
823,69,EGY,Egypt,6,Al Iskandariyah,EG.IK,0,,Muhafazah,Governorate,محافظة الإسكندرية,Alexandria|Alexandrie|El Iskandariya,4.19537067379,0.24065652425
824,69,EGY,Egypt,7,Al Isma`iliyah,EG.IS,0,,Muhafazah,Governorate,محافظة الإسماعيلية,As Ismailiyah|Ismailia|Ismaïlia|Isma'iliya,3.58392833503,0.53462764789
825,69,EGY,Egypt,8,Al Jizah,EG.JZ,0,,Muhafazah,Governorate,,El Giza|El Gīzah|Gizeh|Giza|Guizèh,12.85156415560,3.36240935415
826,69,EGY,Egypt,9,Al Minufiyah,EG.MF,0,,Muhafazah,Governorate,محافظة المنوفية,Menoufieh|Menufia|Menūfīya|Minūfīya|Munufia|Menoufia|Minufia,3.23288228180,0.20351438006
827,69,EGY,Egypt,10,Al Minya,EG.MN,0,,Muhafazah,Governorate,,Minia|Minieh|Menia|Minya,9.37404931905,2.88152067749
828,69,EGY,Egypt,11,Al Qahirah,EG.FY,0,,Muhafazah,Governorate,محافظة الفيوم,El Faiyum|el Fayoum|Faium|Faiyūm|Fayum|Fayoum|Fayyum,8.50882538155,0.51958183883
829,69,EGY,Egypt,11,Al Qahirah,EG.QH,0,,Muhafazah,Governorate,,Cairo|El Cairo|El Qahira|Le Caire,1.98655723792,0.12871608936
830,69,EGY,Egypt,12,Al Qalyubiyah,EG.QL,0,,Muhafazah,Governorate,محافظة القليوبية,Caliubia|Kalioubieh|Kalioubiya|Qaliyubia|Qalyubiya|Kalyoubia|Kalyubia,2.23618395327,0.10788391970
831,69,EGY,Egypt,13,Al Uqsur,EG.UQ,0,,Muhafazah,Governorate,,Luxor,1.12679702478,0.05551651054
832,69,EGY,Egypt,14,Al Wadi al Jadid,EG.WJ,0,,Muhafazah,Governorate,محافظة الوادي الجديد‎,Al Wadi/Al Jadid|El-Wadi El-Gidid|New Valley|Novo Vale|Ouādi El Guedīd|Southern Desert,25.03512410180,38.09292913960
833,69,EGY,Egypt,15,As Suways,EG.SW,0,,Muhafazah,Governorate,محافظة السويس,El Suweiz|Es Suweis|Suez,5.81844710035,0.87670562721
834,69,EGY,Egypt,16,Ash Sharqiyah,EG.SQ,0,,Muhafazah,Governorate,محافظة الشرقية‎,Charkieh|Sharqia|Sharqīya|Sharquia|Sharkia,3.74878218275,0.50170335102
835,69,EGY,Egypt,17,Aswan,EG.AN,0,,Muhafazah,Governorate,محافظة أسوان,Assouan|Assuã|Assuán|Syene,11.07366342140,5.39674739607
836,69,EGY,Egypt,18,Asyut,EG.AT,0,,Muhafazah,Governorate,,Asyiut|Assiout|Assiut|Assyut|Asyout,5.65695334849,1.50414721392
837,69,EGY,Egypt,19,Bani Suwayf,EG.BN,0,,Muhafazah,Governorate,محافظة بنى سويف,Beni Suwayf|Beni Souef|Beni Suef,6.01741730139,0.98671388566
838,69,EGY,Egypt,20,Bur Sa`id,EG.BS,0,,Muhafazah,Governorate,محافظة بورسعيد,Bur Said|Canal|Port Said|Port-Saïd,2.35074613812,0.13807837394
839,69,EGY,Egypt,21,Dumyat,EG.DT,0,,Muhafazah,Governorate,,Damietta|Damiette|Dumiāt,2.57500067586,0.08865283000
840,69,EGY,Egypt,22,Janub Sina',EG.JS,0,,Muhafazah,Governorate,محافظة جنوب سيناء,Janub Sina|Sina al-Janubiyah|Sina' al-Janūbīyah|Sinai al Janūbīa|South Sinai|Sud Sinaī,10.62840913280,2.71162832116
841,69,EGY,Egypt,23,Kafr ash Shaykh,EG.KS,0,,Muhafazah,Governorate,محافظة كفر الشيخ,Kafr-El-Sheikh|Kafr ash Shaikh|Kafr ash-Shayk|Kafr el Sheik|Kafr el Sheikh,3.72559363387,0.35698102546
842,69,EGY,Egypt,24,Matrouh,EG.MT,0,,Muhafazah,Governorate,محافظة مطروح,Marsā Matrūh|Mersa Matruh|Western Desert|Matrouh,18.86990503880,14.78069002090
843,69,EGY,Egypt,25,Qina,EG.QN,0,,Muhafazah,Governorate,محافظة قنا,Kena|Qena|Quena,7.39290364475,1.18912561161
844,69,EGY,Egypt,26,Shamal Sina',EG.SS,0,,Muhafazah,Governorate,محافظة شمال سيناء,Shamal Sina|Nord Sinaï|North Sinai|Sina ash-Shamālīyah|Sinai ash Shamālīya,12.38677566010,2.49268565249
845,69,EGY,Egypt,27,Suhaj,EG.SJ,0,,Muhafazah,Governorate,,Girga|Girgeh|Sawhāj|Sohag|Suhag,4.45386362736,0.91401324282
846,70,SLV,El Salvador,1,Ahuachapán,SV.AH,0,,Departamento,Department,,,1.71981207313,0.10240049465
847,70,SLV,El Salvador,2,Cabañas,SV.CA,0,,Departamento,Department,,,1.52346972229,0.09123635058
848,70,SLV,El Salvador,3,Chalatenango,SV.CH,0,,Departamento,Department,,,2.87089826260,0.16312208205
849,70,SLV,El Salvador,4,Cuscatlán,SV.CU,0,,Departamento,Department,,,1.73034891869,0.05669422139
850,70,SLV,El Salvador,5,La Libertad,SV.LI,0,,Departamento,Department,,,2.48074134988,0.13632136304
851,70,SLV,El Salvador,6,La Paz,SV.PA,0,,Departamento,Department,,,2.29733158501,0.09810626349
852,70,SLV,El Salvador,7,La Unión,SV.UN,0,,Departamento,Department,,,3.92581177544,0.16608525077
853,70,SLV,El Salvador,8,Morazán,SV.MO,0,,Departamento,Department,,,1.53352087350,0.10506627727
854,70,SLV,El Salvador,9,San Miguel,SV.SM,0,,Departamento,Department,,,2.81052049298,0.17311166283
855,70,SLV,El Salvador,10,San Salvador,SV.SS,0,,Departamento,Department,,,1.90927093422,0.07720584018
856,70,SLV,El Salvador,11,San Vicente,SV.SV,0,,Departamento,Department,,,1.89716590111,0.10097114130
857,70,SLV,El Salvador,12,Santa Ana,SV.SA,0,,Departamento,Department,,,2.59382127122,0.17148832961
858,70,SLV,El Salvador,13,Sonsonate,SV.SO,0,,Departamento,Department,,,2.00326786412,0.09991130548
859,70,SLV,El Salvador,14,Usulután,SV.US,0,,Departamento,Department,,,5.64633354190,0.16497988895
860,71,GNQ,Equatorial Guinea,1,Annobón,GQ.AN,0,,Provincia,Province,,,0.28148138198,0.00170351689
861,71,GNQ,Equatorial Guinea,2,Bioko Norte,GQ.BN,0,,Provincia,Province,,,1.30313276105,0.04778031980
862,71,GNQ,Equatorial Guinea,3,Bioko Sur,GQ.BS,0,,Provincia,Province,,,1.99105314854,0.11098316639
863,71,GNQ,Equatorial Guinea,4,Centro Sur,GQ.CS,0,,Provincia,Province,,,5.03346897014,0.68370577537
864,71,GNQ,Equatorial Guinea,5,Kié-Ntem,GQ.KN,0,,Provincia,Province,,,2.85774921054,0.28109277512
865,71,GNQ,Equatorial Guinea,6,Litoral,GQ.LI,0,,Provincia,Province,,,5.85940968267,0.58659964944
866,71,GNQ,Equatorial Guinea,7,Wele-Nzas,GQ.WN,0,,Provincia,Province,,,3.90071436071,0.47940055968
867,72,ERI,Eritrea,1,Anseba,ER.AN,0,,Zoba,Region,,Ansaba|A'Nseba,1.74439863447,0.10272129794
868,72,ERI,Eritrea,2,Debubawi Keyih Bahri,ER.DK,0,,Zoba,Region,,Southern Red Sea|Debubawi Keyh Bahri|Debub-Keih-Bahri|al-Bahru al-Ahmaru al-Janubi,31.65570574940,1.91580723021
869,72,ERI,Eritrea,3,Debub,ER.DU,0,,Zoba,Region,,Southern|al-Janubiyah,19.32549677140,2.78020604297
870,72,ERI,Eritrea,4,Gash Barka,ER.GB,0,,Zoba,Region,,Gash-Barka|al-Qash wa-Barka|Debubawi Gash Barka,8.82909544837,2.73337555321
871,72,ERI,Eritrea,5,Maekel,ER.MA,0,,Zoba,Region,,Central|al-Markaziyah|Maakel|Maekelay|Ma'kil|Makelay,5.49113255894,0.79185930195
872,72,ERI,Eritrea,6,Semenawi Keyih Bahri,ER.SK,0,,Zoba,Region,,Northern Red Sea|al-Bahru al-Ahmaru ash-Shimali|Semenawi Keyh Bahri|Semien-Keih-Bahri,8.04940956335,1.81821586272
873,73,EST,Estonia,1,Harju,EE.HA,0,,Maakond,County,,Harjumaa|Harju maakond,12.23623916400,0.68384461108
874,73,EST,Estonia,2,Hiiu,EE.HI,0,,Maakond,County,,Hiiumaa|Hiiu maakond|Dagö,7.56962377572,0.16104806560
875,73,EST,Estonia,3,Ida-Viru,EE.IV,0,,Maakond,County,,Ida-Virumaa|Ida-Viru maakond,6.18634683367,0.52086131083
876,73,EST,Estonia,4,Järva,EE.JR,0,,Maakond,County,,Jaerva|Järvamaa|Järva maakond,4.16555461073,0.40890271182
877,73,EST,Estonia,5,Jõgeva,EE.JN,0,,Maakond,County,,Jogeva|Jõgevamaa|Jõgeva maakond,4.64068257548,0.40349379557
878,73,EST,Estonia,6,Lääne-Viru,EE.LV,0,,Maakond,County,,Laeaene-Viru|Lääne-Virumaa|Lääne-Viru maakond,5.76218556830,0.54906567369
879,73,EST,Estonia,7,Lääne,EE.LN,0,,Maakond,County,,Laeaene|Läänemaa|Lääne maakond,11.91001776360,0.37793137926
880,73,EST,Estonia,8,Pärnu,EE.PR,0,,Maakond,County,,Paernu|Pärnumaa|Pärnu maakond,11.44707374800,0.73868313432
