"adminLvl1","country","date","count"
"Córdoba","Colombia",2016-09-19,65
"Bogota","Colombia",2016-09-19,48
"Antioquia","Colombia",2016-09-19,19
"Atlántico","Colombia",2016-09-19,67
"Cauca","Colombia",2016-09-19,7
"Valle del Cauca","Colombia",2016-09-19,4
"Bolívar","Colombia",2016-09-19,6
"Santander","Colombia",2016-09-19,3
"Cesar","Colombia",2016-09-19,6
"Sucre","Colombia",2016-09-19,1
"Risaralda","Colombia",2016-09-19,1
"Meta","Colombia",2016-09-19,0
"Huila","Colombia",2016-09-19,2
"Boyacá","Colombia",2016-09-19,1
"Magdalena","Colombia",2016-09-19,4
"Casanare","Colombia",2016-09-19,4
"Norte de Santander","Colombia",2016-09-19,1
"Tolima","Colombia",2016-09-19,1
"La Guajira","Colombia",2016-09-19,1
"Nariño","Colombia",2016-09-19,0
"Cundinamarca","Colombia",2016-09-19,1
"Caldas","Colombia",2016-09-19,1
"Caquetá","Colombia",2016-09-19,0
"Quindío","Colombia",2016-09-19,1
"Arauca","Colombia",2016-09-19,0
"Chocó","Colombia",2016-09-19,0
"Putumayo","Colombia",2016-09-19,0
"San Andrés y Providencia","Colombia",2016-09-19,0
"Vaupés","Colombia",2016-09-19,0
"Vichada","Colombia",2016-09-19,1
"Guaviare","Colombia",2016-09-19,0
"Guainía","Colombia",2016-09-19,0
"Amazonas","Colombia",2016-09-19,0
"Pichincha","Ecuador",2016-09-19,19
"Guayas","Ecuador",2016-09-19,24
"Loja","Ecuador",2016-09-19,11
"Manabi","Ecuador",2016-09-19,0
"El Oro","Ecuador",2016-09-19,6
"Los Rios","Ecuador",2016-09-19,0
"Azuay","Ecuador",2016-09-19,1
"Esmeraldas","Ecuador",2016-09-19,0
"Zamora Chinchipe","Ecuador",2016-09-19,3
"Tungurahua","Ecuador",2016-09-19,0
"Santa Elena","Ecuador",2016-09-19,0
"Morona Santiago","Ecuador",2016-09-19,0
"Imbabura","Ecuador",2016-09-19,0
"Galápagos","Ecuador",2016-09-19,2
"Chimborazo","Ecuador",2016-09-19,0
"Napo","Ecuador",2016-09-19,0
"Orellana","Ecuador",2016-09-19,0
"Santo Domingo de los Tsáchilas","Ecuador",2016-09-19,0
"Cañar","Ecuador",2016-09-19,0
"Cotopaxi","Ecuador",2016-09-19,0
"Sucumbios","Ecuador",2016-09-19,0
"Pastaza","Ecuador",2016-09-19,0
"Bolivar","Ecuador",2016-09-19,0
"Carchi","Ecuador",2016-09-19,0
"East Berbice-Corentyne","Guyana",2016-09-19,1
"Mahaica-Berbice","Guyana",2016-09-19,0
"Upper Takutu-Upper Essequibo","Guyana",2016-09-19,0
"Upper Demerara-Berbice","Guyana",2016-09-19,0
"Potaro-Siparuni","Guyana",2016-09-19,0
"Pomeroon-Supenaam","Guyana",2016-09-19,0
"Essequibo Islands-West Demerara","Guyana",2016-09-19,0
"Demerara-Mahaica","Guyana",2016-09-19,0
"Cuyuni-Mazaruni","Guyana",2016-09-19,0
"Barima-Waini","Guyana",2016-09-19,0
"Asunción","Paraguay",2016-09-19,30
"Central","Paraguay",2016-09-19,8
"Alto Paraná","Paraguay",2016-09-19,0
"Itapúa","Paraguay",2016-09-19,4
"Caaguazú","Paraguay",2016-09-19,0
"Misiones","Paraguay",2016-09-19,2
"Guairá","Paraguay",2016-09-19,1
"Ñeembucú","Paraguay",2016-09-19,3
"Amambay","Paraguay",2016-09-19,0
"Presidente Hayes","Paraguay",2016-09-19,0
"Concepción","Paraguay",2016-09-19,0
"Cordillera","Paraguay",2016-09-19,0
"Paraguarí","Paraguay",2016-09-19,0
"Caazapá","Paraguay",2016-09-19,1
"San Pedro","Paraguay",2016-09-19,0
"Canindeyú","Paraguay",2016-09-19,0
"Boquerón","Paraguay",2016-09-19,0
"Alto Paraguay","Paraguay",2016-09-19,0
"Lima Province","Peru",2016-09-19,34
"La Libertad","Peru",2016-09-19,0
"Piura","Peru",2016-09-19,0
"Lima","Peru",2016-09-19,4
"Ayacucho","Peru",2016-09-19,13
"Arequipa","Peru",2016-09-19,0
"Ucayali","Peru",2016-09-19,1
"Junín","Peru",2016-09-19,0
"Ancash","Peru",2016-09-19,0
"Lambayeque","Peru",2016-09-19,0
"Callao","Peru",2016-09-19,0
"Callao","Peru",2016-09-19,0
"Loreto","Peru",2016-09-19,0
"San Martín","Peru",2016-09-19,0
"Cajamarca","Peru",2016-09-19,0
"Madre de Dios","Peru",2016-09-19,0
"Cusco","Peru",2016-09-19,0
"Huánuco","Peru",2016-09-19,0
"Tumbes","Peru",2016-09-19,0
"Ica","Peru",2016-09-19,0
"Huancavelica","Peru",2016-09-19,0
"Tacna","Peru",2016-09-19,0
"Amazonas","Peru",2016-09-19,0
"Moquegua","Peru",2016-09-19,0
"Apurímac","Peru",2016-09-19,0
"Pasco","Peru",2016-09-19,0
"Paramaribo","Suriname",2016-09-19,0
"Wanica","Suriname",2016-09-19,0
"Sipaliwini","Suriname",2016-09-19,0
"Saramacca","Suriname",2016-09-19,0
"Para","Suriname",2016-09-19,0
"Nickerie","Suriname",2016-09-19,0
"Marowijne","Suriname",2016-09-19,0
"Coronie","Suriname",2016-09-19,0
"Commewijne","Suriname",2016-09-19,0
"Brokopondo","Suriname",2016-09-19,0
"Montevideo","Uruguay",2016-09-19,18
"Canelones","Uruguay",2016-09-19,3
"Maldonado","Uruguay",2016-09-19,2
"Salto","Uruguay",2016-09-19,1
"Lavalleja","Uruguay",2016-09-19,0
"Tacuarembó","Uruguay",2016-09-19,1
"Paysandú","Uruguay",2016-09-19,1
"Durazno","Uruguay",2016-09-19,0
"Colonia","Uruguay",2016-09-19,0
"Río Negro","Uruguay",2016-09-19,0
"Artigas","Uruguay",2016-09-19,0
"Rocha","Uruguay",2016-09-19,0
"Flores","Uruguay",2016-09-19,0
"Rivera","Uruguay",2016-09-19,0
"Soriano","Uruguay",2016-09-19,0
"Treinta y Tres","Uruguay",2016-09-19,1
"Cerro Largo","Uruguay",2016-09-19,1
"San José","Uruguay",2016-09-19,0
"Florida","Uruguay",2016-09-19,0
"Distrito Capital","Venezuela",2016-09-19,170
"Aragua","Venezuela",2016-09-19,22
"Carabobo","Venezuela",2016-09-19,21
"Zulia","Venezuela",2016-09-19,27
"Lara","Venezuela",2016-09-19,14
"Táchira","Venezuela",2016-09-19,14
"Guárico","Venezuela",2016-09-19,0
"Barinas","Venezuela",2016-09-19,4
"Monagas","Venezuela",2016-09-19,4
"Bolívar","Venezuela",2016-09-19,3
"Anzoátegui","Venezuela",2016-09-19,10
"Miranda","Venezuela",2016-09-19,1
"Falcón","Venezuela",2016-09-19,0
"Vargas","Venezuela",2016-09-19,27
"Cojedes","Venezuela",2016-09-19,1
"Mérida","Venezuela",2016-09-19,9
"Yaracuy","Venezuela",2016-09-19,0
"Trujillo","Venezuela",2016-09-19,2
"Portuguesa","Venezuela",2016-09-19,1
"Nueva Esparta","Venezuela",2016-09-19,1
"Sucre","Venezuela",2016-09-19,6
"Apure","Venezuela",2016-09-19,0
"Amazonas","Venezuela",2016-09-19,0
"Delta Amacuro","Venezuela",2016-09-19,0
"Dependencias Federales","Venezuela",2016-09-19,0
"Buenos Aires","Argentine",2016-09-26,1300
"Buenos Aires Province","Argentine",2016-09-26,283
"Misiones Province","Argentine",2016-09-26,103
"Santa Fe Province","Argentine",2016-09-26,67
"Corrientes Province","Argentine",2016-09-26,27
"Salta Province","Argentine",2016-09-26,30
"Chaco Province","Argentine",2016-09-26,18
"Mendoza Province","Argentine",2016-09-26,19
"Entre Ríos Province","Argentine",2016-09-26,15
"Córdoba Province, Argentina","Argentine",2016-09-26,17
"Tucumán Province","Argentine",2016-09-26,9
"Chubut Province","Argentine",2016-09-26,21
"Jujuy Province","Argentine",2016-09-26,4
"Neuquén Province","Argentine",2016-09-26,3
"Formosa Province","Argentine",2016-09-26,1
"Río Negro Province","Argentine",2016-09-26,3
"Tierra del Fuego Province","Argentine",2016-09-26,3
"Catamarca Province","Argentine",2016-09-26,5
"Santa Cruz Province","Argentine",2016-09-26,4
"La Pampa Province","Argentine",2016-09-26,1
"La Rioja Province","Argentine",2016-09-26,3
"San Luis Province","Argentine",2016-09-26,1
"San Juan Province","Argentine",2016-09-26,1
"Santiago del Estero Province","Argentine",2016-09-26,0
"La Paz","Bolivia",2016-09-26,15
"El Beni","Bolivia",2016-09-26,0
"Santa Cruz","Bolivia",2016-09-26,1
"Tarija","Bolivia",2016-09-26,0
"Cochabamba","Bolivia",2016-09-26,0
"Potosí","Bolivia",2016-09-26,0
"Oruro","Bolivia",2016-09-26,0
"Chuquisaca","Bolivia",2016-09-26,0
"Pando","Bolivia",2016-09-26,0
"Federal District","Brazil",2016-09-26,2141
"São Paulo","Brazil",2016-09-26,343
"Rio de Janeiro","Brazil",2016-09-26,368
"Minas Gerais","Brazil",2016-09-26,226
"Paraná","Brazil",2016-09-26,160
"Rio Grande do Sul","Brazil",2016-09-26,100
"Santa Catarina","Brazil",2016-09-26,107
"Bahia","Brazil",2016-09-26,66
"Pernambuco","Brazil",2016-09-26,49
"Goiás","Brazil",2016-09-26,52
"Rio Grande do Norte","Brazil",2016-09-26,33
"Espírito Santo","Brazil",2016-09-26,24
"Ceará","Brazil",2016-09-26,36
"Pará","Brazil",2016-09-26,86
"Paraíba","Brazil",2016-09-26,14
"Maranhão","Brazil",2016-09-26,19
"Amazonas","Brazil",2016-09-26,68
"Mato Grosso do Sul","Brazil",2016-09-26,23
"Mato Grosso","Brazil",2016-09-26,17
"Alagoas","Brazil",2016-09-26,18
"Piauí","Brazil",2016-09-26,14
"Tocantins","Brazil",2016-09-26,16
"Amapá","Brazil",2016-09-26,9
"Sergipe","Brazil",2016-09-26,7
"Acre","Brazil",2016-09-26,14
"Rondônia","Brazil",2016-09-26,10
"Roraima","Brazil",2016-09-26,2
"Región Metropolitana de Santiago","Chile",2016-09-26,30
"Bío-Bío","Chile",2016-09-26,4
"Valparaíso","Chile",2016-09-26,1
"Los Lagos","Chile",2016-09-26,5
"La Araucanía","Chile",2016-09-26,3
"Maule","Chile",2016-09-26,1
"Atacama","Chile",2016-09-26,0
"Coquimbo","Chile",2016-09-26,0
"Los Ríos","Chile",2016-09-26,0
"Antofagasta","Chile",2016-09-26,0
"Tarapacá","Chile",2016-09-26,0
"Libertador General Bernardo O'Higgins","Chile",2016-09-26,1
"Arica y Parinacota","Chile",2016-09-26,0
"Magallanes y Antártica Chilena","Chile",2016-09-26,0
"Aisén del General Carlos Ibáñez del Campo","Chile",2016-09-26,0
"Córdoba","Colombia",2016-09-26,95
"Bogota","Colombia",2016-09-26,128
"Antioquia","Colombia",2016-09-26,40
"Atlántico","Colombia",2016-09-26,94
"Cauca","Colombia",2016-09-26,3
"Valle del Cauca","Colombia",2016-09-26,4
"Bolívar","Colombia",2016-09-26,8
"Santander","Colombia",2016-09-26,14
"Cesar","Colombia",2016-09-26,150
"Sucre","Colombia",2016-09-26,4
"Risaralda","Colombia",2016-09-26,2
"Meta","Colombia",2016-09-26,1
"Huila","Colombia",2016-09-26,4
"Boyacá","Colombia",2016-09-26,1
"Magdalena","Colombia",2016-09-26,1
"Casanare","Colombia",2016-09-26,7
"Norte de Santander","Colombia",2016-09-26,0
"Tolima","Colombia",2016-09-26,0
"La Guajira","Colombia",2016-09-26,1
"Nariño","Colombia",2016-09-26,3
"Cundinamarca","Colombia",2016-09-26,1
"Caldas","Colombia",2016-09-26,2
"Caquetá","Colombia",2016-09-26,0
"Quindío","Colombia",2016-09-26,0
"Arauca","Colombia",2016-09-26,0
"Chocó","Colombia",2016-09-26,2
"Putumayo","Colombia",2016-09-26,0
"San Andrés y Providencia","Colombia",2016-09-26,0
"Vaupés","Colombia",2016-09-26,0
"Vichada","Colombia",2016-09-26,0
"Guaviare","Colombia",2016-09-26,0
"Guainía","Colombia",2016-09-26,0
"Amazonas","Colombia",2016-09-26,0
"Pichincha","Ecuador",2016-09-26,32
"Guayas","Ecuador",2016-09-26,34
"Loja","Ecuador",2016-09-26,3
"Manabi","Ecuador",2016-09-26,0
"El Oro","Ecuador",2016-09-26,6
"Los Rios","Ecuador",2016-09-26,1
"Azuay","Ecuador",2016-09-26,1
"Esmeraldas","Ecuador",2016-09-26,0
"Zamora Chinchipe","Ecuador",2016-09-26,1
"Tungurahua","Ecuador",2016-09-26,0
"Santa Elena","Ecuador",2016-09-26,0
"Morona Santiago","Ecuador",2016-09-26,0
"Imbabura","Ecuador",2016-09-26,0
"Galápagos","Ecuador",2016-09-26,0
"Chimborazo","Ecuador",2016-09-26,0
"Napo","Ecuador",2016-09-26,0
"Orellana","Ecuador",2016-09-26,0
"Santo Domingo de los Tsáchilas","Ecuador",2016-09-26,0
"Cañar","Ecuador",2016-09-26,0
"Cotopaxi","Ecuador",2016-09-26,0
"Sucumbios","Ecuador",2016-09-26,0
"Pastaza","Ecuador",2016-09-26,0
"Bolivar","Ecuador",2016-09-26,0
"Carchi","Ecuador",2016-09-26,0
"East Berbice-Corentyne","Guyana",2016-09-26,2
"Mahaica-Berbice","Guyana",2016-09-26,0
"Upper Takutu-Upper Essequibo","Guyana",2016-09-26,0
"Upper Demerara-Berbice","Guyana",2016-09-26,0
"Potaro-Siparuni","Guyana",2016-09-26,0
"Pomeroon-Supenaam","Guyana",2016-09-26,0
"Essequibo Islands-West Demerara","Guyana",2016-09-26,0
"Demerara-Mahaica","Guyana",2016-09-26,0
"Cuyuni-Mazaruni","Guyana",2016-09-26,0
"Barima-Waini","Guyana",2016-09-26,0
"Asunción","Paraguay",2016-09-26,30
"Central","Paraguay",2016-09-26,0
"Alto Paraná","Paraguay",2016-09-26,2
"Itapúa","Paraguay",2016-09-26,1
"Caaguazú","Paraguay",2016-09-26,0
"Misiones","Paraguay",2016-09-26,3
"Guairá","Paraguay",2016-09-26,1
"Ñeembucú","Paraguay",2016-09-26,0
"Amambay","Paraguay",2016-09-26,0
"Presidente Hayes","Paraguay",2016-09-26,0
"Concepción","Paraguay",2016-09-26,0
"Cordillera","Paraguay",2016-09-26,2
"Paraguarí","Paraguay",2016-09-26,0
"Caazapá","Paraguay",2016-09-26,0
"San Pedro","Paraguay",2016-09-26,0
"Canindeyú","Paraguay",2016-09-26,0
"Boquerón","Paraguay",2016-09-26,0
"Alto Paraguay","Paraguay",2016-09-26,0
"Lima Province","Peru",2016-09-26,39
"La Libertad","Peru",2016-09-26,2
"Piura","Peru",2016-09-26,0
"Lima","Peru",2016-09-26,4
"Ayacucho","Peru",2016-09-26,0
"Arequipa","Peru",2016-09-26,1
"Ucayali","Peru",2016-09-26,1
"Junín","Peru",2016-09-26,0
"Ancash","Peru",2016-09-26,0
"Lambayeque","Peru",2016-09-26,0
"Callao","Peru",2016-09-26,1
"Callao","Peru",2016-09-26,1
"Loreto","Peru",2016-09-26,1
"San Martín","Peru",2016-09-26,2
"Cajamarca","Peru",2016-09-26,0
"Madre de Dios","Peru",2016-09-26,0
"Cusco","Peru",2016-09-26,0
"Huánuco","Peru",2016-09-26,0
"Tumbes","Peru",2016-09-26,0
"Ica","Peru",2016-09-26,0
"Huancavelica","Peru",2016-09-26,0
"Tacna","Peru",2016-09-26,0
"Amazonas","Peru",2016-09-26,0
"Moquegua","Peru",2016-09-26,0
"Apurímac","Peru",2016-09-26,0
"Pasco","Peru",2016-09-26,0
"Paramaribo","Suriname",2016-09-26,0
"Wanica","Suriname",2016-09-26,0
"Sipaliwini","Suriname",2016-09-26,0
"Saramacca","Suriname",2016-09-26,0
"Para","Suriname",2016-09-26,0
"Nickerie","Suriname",2016-09-26,0
"Marowijne","Suriname",2016-09-26,0
"Coronie","Suriname",2016-09-26,0
"Commewijne","Suriname",2016-09-26,0
"Brokopondo","Suriname",2016-09-26,0
"Montevideo","Uruguay",2016-09-26,24
"Canelones","Uruguay",2016-09-26,4
"Maldonado","Uruguay",2016-09-26,8
"Salto","Uruguay",2016-09-26,4
"Lavalleja","Uruguay",2016-09-26,4
"Tacuarembó","Uruguay",2016-09-26,0
"Paysandú","Uruguay",2016-09-26,0
"Durazno","Uruguay",2016-09-26,0
"Colonia","Uruguay",2016-09-26,1
"Río Negro","Uruguay",2016-09-26,1
"Artigas","Uruguay",2016-09-26,0
"Rocha","Uruguay",2016-09-26,1
"Flores","Uruguay",2016-09-26,7
"Rivera","Uruguay",2016-09-26,3
"Soriano","Uruguay",2016-09-26,1
"Treinta y Tres","Uruguay",2016-09-26,0
"Cerro Largo","Uruguay",2016-09-26,0
"San José","Uruguay",2016-09-26,0
"Florida","Uruguay",2016-09-26,0
"Distrito Capital","Venezuela",2016-09-26,414
"Aragua","Venezuela",2016-09-26,19
"Carabobo","Venezuela",2016-09-26,6
"Zulia","Venezuela",2016-09-26,11
"Lara","Venezuela",2016-09-26,15
"Táchira","Venezuela",2016-09-26,9
"Guárico","Venezuela",2016-09-26,1
"Barinas","Venezuela",2016-09-26,1
"Monagas","Venezuela",2016-09-26,5
"Bolívar","Venezuela",2016-09-26,6
"Anzoátegui","Venezuela",2016-09-26,11
"Miranda","Venezuela",2016-09-26,2
"Falcón","Venezuela",2016-09-26,2
"Vargas","Venezuela",2016-09-26,1
"Cojedes","Venezuela",2016-09-26,2
"Mérida","Venezuela",2016-09-26,7
"Yaracuy","Venezuela",2016-09-26,2
"Trujillo","Venezuela",2016-09-26,0
"Portuguesa","Venezuela",2016-09-26,1
"Nueva Esparta","Venezuela",2016-09-26,5
"Sucre","Venezuela",2016-09-26,5
"Apure","Venezuela",2016-09-26,3
"Amazonas","Venezuela",2016-09-26,0
"Delta Amacuro","Venezuela",2016-09-26,0
"Dependencias Federales","Venezuela",2016-09-26,0
"Buenos Aires","Argentine",2016-10-03,1195
"Buenos Aires Province","Argentine",2016-10-03,286
"Misiones Province","Argentine",2016-10-03,87
"Santa Fe Province","Argentine",2016-10-03,51
"Corrientes Province","Argentine",2016-10-03,49
"Salta Province","Argentine",2016-10-03,24
"Chaco Province","Argentine",2016-10-03,11
"Mendoza Province","Argentine",2016-10-03,8
"Entre Ríos Province","Argentine",2016-10-03,23
"Córdoba Province, Argentina","Argentine",2016-10-03,10
"Tucumán Province","Argentine",2016-10-03,5
"Chubut Province","Argentine",2016-10-03,19
"Jujuy Province","Argentine",2016-10-03,2
"Neuquén Province","Argentine",2016-10-03,12
"Formosa Province","Argentine",2016-10-03,1
"Río Negro Province","Argentine",2016-10-03,7
"Tierra del Fuego Province","Argentine",2016-10-03,0
"Catamarca Province","Argentine",2016-10-03,0
"Santa Cruz Province","Argentine",2016-10-03,4
"La Pampa Province","Argentine",2016-10-03,2
"La Rioja Province","Argentine",2016-10-03,0
"San Luis Province","Argentine",2016-10-03,0
"San Juan Province","Argentine",2016-10-03,3
"Santiago del Estero Province","Argentine",2016-10-03,0
"La Paz","Bolivia",2016-10-03,12
"El Beni","Bolivia",2016-10-03,1
"Santa Cruz","Bolivia",2016-10-03,0
"Tarija","Bolivia",2016-10-03,0
"Cochabamba","Bolivia",2016-10-03,2
"Potosí","Bolivia",2016-10-03,0
"Oruro","Bolivia",2016-10-03,0
"Chuquisaca","Bolivia",2016-10-03,1
"Pando","Bolivia",2016-10-03,0
"Federal District","Brazil",2016-10-03,1948
"São Paulo","Brazil",2016-10-03,343
"Rio de Janeiro","Brazil",2016-10-03,278
"Minas Gerais","Brazil",2016-10-03,156
"Paraná","Brazil",2016-10-03,110
"Rio Grande do Sul","Brazil",2016-10-03,84
"Santa Catarina","Brazil",2016-10-03,71
"Bahia","Brazil",2016-10-03,34
"Pernambuco","Brazil",2016-10-03,54
"Goiás","Brazil",2016-10-03,37
"Rio Grande do Norte","Brazil",2016-10-03,46
"Espírito Santo","Brazil",2016-10-03,29
"Ceará","Brazil",2016-10-03,38
"Pará","Brazil",2016-10-03,63
"Paraíba","Brazil",2016-10-03,11
"Maranhão","Brazil",2016-10-03,5
"Amazonas","Brazil",2016-10-03,20
"Mato Grosso do Sul","Brazil",2016-10-03,21
"Mato Grosso","Brazil",2016-10-03,30
"Alagoas","Brazil",2016-10-03,5
"Piauí","Brazil",2016-10-03,16
"Tocantins","Brazil",2016-10-03,12
"Amapá","Brazil",2016-10-03,4
"Sergipe","Brazil",2016-10-03,6
"Acre","Brazil",2016-10-03,10
"Rondônia","Brazil",2016-10-03,9
"Roraima","Brazil",2016-10-03,4
"Región Metropolitana de Santiago","Chile",2016-10-03,30
"Bío-Bío","Chile",2016-10-03,3
"Valparaíso","Chile",2016-10-03,4
"Los Lagos","Chile",2016-10-03,2
"La Araucanía","Chile",2016-10-03,2
"Maule","Chile",2016-10-03,0
"Atacama","Chile",2016-10-03,0
"Coquimbo","Chile",2016-10-03,0
"Los Ríos","Chile",2016-10-03,0
"Antofagasta","Chile",2016-10-03,0
"Tarapacá","Chile",2016-10-03,0
"Libertador General Bernardo O'Higgins","Chile",2016-10-03,0
"Arica y Parinacota","Chile",2016-10-03,0
"Magallanes y Antártica Chilena","Chile",2016-10-03,0
"Aisén del General Carlos Ibáñez del Campo","Chile",2016-10-03,0
"Córdoba","Colombia",2016-10-03,72
"Bogota","Colombia",2016-10-03,58
"Antioquia","Colombia",2016-10-03,19
"Atlántico","Colombia",2016-10-03,46
"Cauca","Colombia",2016-10-03,15
"Valle del Cauca","Colombia",2016-10-03,30
"Bolívar","Colombia",2016-10-03,13
"Santander","Colombia",2016-10-03,6
"Cesar","Colombia",2016-10-03,5
"Sucre","Colombia",2016-10-03,3
"Risaralda","Colombia",2016-10-03,3
"Meta","Colombia",2016-10-03,0
"Huila","Colombia",2016-10-03,0
"Boyacá","Colombia",2016-10-03,1
"Magdalena","Colombia",2016-10-03,0
"Casanare","Colombia",2016-10-03,5
"Norte de Santander","Colombia",2016-10-03,0
"Tolima","Colombia",2016-10-03,3
"La Guajira","Colombia",2016-10-03,0
"Nariño","Colombia",2016-10-03,1
"Cundinamarca","Colombia",2016-10-03,2
"Caldas","Colombia",2016-10-03,0
"Caquetá","Colombia",2016-10-03,0
"Quindío","Colombia",2016-10-03,0
"Arauca","Colombia",2016-10-03,0
"Chocó","Colombia",2016-10-03,0
"Putumayo","Colombia",2016-10-03,1
"San Andrés y Providencia","Colombia",2016-10-03,0
"Vaupés","Colombia",2016-10-03,0
"Vichada","Colombia",2016-10-03,0
"Guaviare","Colombia",2016-10-03,0
"Guainía","Colombia",2016-10-03,0
"Amazonas","Colombia",2016-10-03,0
"Pichincha","Ecuador",2016-10-03,44
"Guayas","Ecuador",2016-10-03,24
"Loja","Ecuador",2016-10-03,2
"Manabi","Ecuador",2016-10-03,0
"El Oro","Ecuador",2016-10-03,5
"Los Rios","Ecuador",2016-10-03,1
"Azuay","Ecuador",2016-10-03,4
"Esmeraldas","Ecuador",2016-10-03,1
"Zamora Chinchipe","Ecuador",2016-10-03,0
"Tungurahua","Ecuador",2016-10-03,0
"Santa Elena","Ecuador",2016-10-03,0
"Morona Santiago","Ecuador",2016-10-03,1
"Imbabura","Ecuador",2016-10-03,0
"Galápagos","Ecuador",2016-10-03,0
"Chimborazo","Ecuador",2016-10-03,0
"Napo","Ecuador",2016-10-03,0
"Orellana","Ecuador",2016-10-03,2
"Santo Domingo de los Tsáchilas","Ecuador",2016-10-03,0
"Cañar","Ecuador",2016-10-03,0
"Cotopaxi","Ecuador",2016-10-03,0
"Sucumbios","Ecuador",2016-10-03,0
"Pastaza","Ecuador",2016-10-03,0
"Bolivar","Ecuador",2016-10-03,0
"Carchi","Ecuador",2016-10-03,0
"East Berbice-Corentyne","Guyana",2016-10-03,0
"Mahaica-Berbice","Guyana",2016-10-03,0
"Upper Takutu-Upper Essequibo","Guyana",2016-10-03,0
"Upper Demerara-Berbice","Guyana",2016-10-03,0
"Potaro-Siparuni","Guyana",2016-10-03,0
"Pomeroon-Supenaam","Guyana",2016-10-03,0
"Essequibo Islands-West Demerara","Guyana",2016-10-03,0
"Demerara-Mahaica","Guyana",2016-10-03,0
"Cuyuni-Mazaruni","Guyana",2016-10-03,0
"Barima-Waini","Guyana",2016-10-03,0
"Asunción","Paraguay",2016-10-03,52
"Central","Paraguay",2016-10-03,4
"Alto Paraná","Paraguay",2016-10-03,1
"Itapúa","Paraguay",2016-10-03,2
"Caaguazú","Paraguay",2016-10-03,1
"Misiones","Paraguay",2016-10-03,3
"Guairá","Paraguay",2016-10-03,0
"Ñeembucú","Paraguay",2016-10-03,0
"Amambay","Paraguay",2016-10-03,0
"Presidente Hayes","Paraguay",2016-10-03,0
"Concepción","Paraguay",2016-10-03,0
"Cordillera","Paraguay",2016-10-03,0
"Paraguarí","Paraguay",2016-10-03,1
"Caazapá","Paraguay",2016-10-03,1
"San Pedro","Paraguay",2016-10-03,0
"Canindeyú","Paraguay",2016-10-03,0
"Boquerón","Paraguay",2016-10-03,0
"Alto Paraguay","Paraguay",2016-10-03,0
"Lima Province","Peru",2016-10-03,48
"La Libertad","Peru",2016-10-03,2
"Piura","Peru",2016-10-03,0
"Lima","Peru",2016-10-03,2
"Ayacucho","Peru",2016-10-03,0
"Arequipa","Peru",2016-10-03,0
"Ucayali","Peru",2016-10-03,4
"Junín","Peru",2016-10-03,0
"Ancash","Peru",2016-10-03,0
"Lambayeque","Peru",2016-10-03,1
"Callao","Peru",2016-10-03,1
"Callao","Peru",2016-10-03,1
"Loreto","Peru",2016-10-03,1
"San Martín","Peru",2016-10-03,0
"Cajamarca","Peru",2016-10-03,1
"Madre de Dios","Peru",2016-10-03,0
"Cusco","Peru",2016-10-03,0
"Huánuco","Peru",2016-10-03,2
"Tumbes","Peru",2016-10-03,0
"Ica","Peru",2016-10-03,0
"Huancavelica","Peru",2016-10-03,0
"Tacna","Peru",2016-10-03,0
"Amazonas","Peru",2016-10-03,0
"Moquegua","Peru",2016-10-03,0
"Apurímac","Peru",2016-10-03,0
"Pasco","Peru",2016-10-03,0
"Paramaribo","Suriname",2016-10-03,3
"Wanica","Suriname",2016-10-03,0
"Sipaliwini","Suriname",2016-10-03,0
"Saramacca","Suriname",2016-10-03,0
"Para","Suriname",2016-10-03,0
"Nickerie","Suriname",2016-10-03,0
"Marowijne","Suriname",2016-10-03,0
"Coronie","Suriname",2016-10-03,0
"Commewijne","Suriname",2016-10-03,0
"Brokopondo","Suriname",2016-10-03,0
"Montevideo","Uruguay",2016-10-03,16
"Canelones","Uruguay",2016-10-03,1
"Maldonado","Uruguay",2016-10-03,1
"Salto","Uruguay",2016-10-03,1
"Lavalleja","Uruguay",2016-10-03,2
"Tacuarembó","Uruguay",2016-10-03,5
"Paysandú","Uruguay",2016-10-03,0
"Durazno","Uruguay",2016-10-03,0
"Colonia","Uruguay",2016-10-03,0
"Río Negro","Uruguay",2016-10-03,1
"Artigas","Uruguay",2016-10-03,0
"Rocha","Uruguay",2016-10-03,0
"Flores","Uruguay",2016-10-03,0
"Rivera","Uruguay",2016-10-03,0
"Soriano","Uruguay",2016-10-03,0
"Treinta y Tres","Uruguay",2016-10-03,0
"Cerro Largo","Uruguay",2016-10-03,0
"San José","Uruguay",2016-10-03,0
"Florida","Uruguay",2016-10-03,2
"Distrito Capital","Venezuela",2016-10-03,877
"Aragua","Venezuela",2016-10-03,74
"Carabobo","Venezuela",2016-10-03,41
"Zulia","Venezuela",2016-10-03,32
"Lara","Venezuela",2016-10-03,35
"Táchira","Venezuela",2016-10-03,19
"Guárico","Venezuela",2016-10-03,2
"Barinas","Venezuela",2016-10-03,15
"Monagas","Venezuela",2016-10-03,8
"Bolívar","Venezuela",2016-10-03,13
"Anzoátegui","Venezuela",2016-10-03,17
"Miranda","Venezuela",2016-10-03,6
"Falcón","Venezuela",2016-10-03,8
"Vargas","Venezuela",2016-10-03,5
"Cojedes","Venezuela",2016-10-03,10
"Mérida","Venezuela",2016-10-03,21
"Yaracuy","Venezuela",2016-10-03,7
"Trujillo","Venezuela",2016-10-03,2
