"adminLvl1","country","date","count"
"Potosí","Bolivia",2016-02-29,1
"Oruro","Bolivia",2016-02-29,0
"Chuquisaca","Bolivia",2016-02-29,2
"Pando","Bolivia",2016-02-29,1
"Federal District","Brazil",2016-02-29,21041
"São Paulo","Brazil",2016-02-29,4159
"Rio de Janeiro","Brazil",2016-02-29,2170
"Minas Gerais","Brazil",2016-02-29,2810
"Paraná","Brazil",2016-02-29,1111
"Rio Grande do Sul","Brazil",2016-02-29,791
"Santa Catarina","Brazil",2016-02-29,688
"Bahia","Brazil",2016-02-29,855
"Pernambuco","Brazil",2016-02-29,519
"Goiás","Brazil",2016-02-29,354
"Rio Grande do Norte","Brazil",2016-02-29,590
"Espírito Santo","Brazil",2016-02-29,246
"Ceará","Brazil",2016-02-29,293
"Pará","Brazil",2016-02-29,264
"Paraíba","Brazil",2016-02-29,282
"Maranhão","Brazil",2016-02-29,160
"Amazonas","Brazil",2016-02-29,158
"Mato Grosso do Sul","Brazil",2016-02-29,165
"Mato Grosso","Brazil",2016-02-29,106
"Alagoas","Brazil",2016-02-29,84
"Piauí","Brazil",2016-02-29,81
"Tocantins","Brazil",2016-02-29,40
"Amapá","Brazil",2016-02-29,68
"Sergipe","Brazil",2016-02-29,54
"Acre","Brazil",2016-02-29,68
"Rondônia","Brazil",2016-02-29,51
"Roraima","Brazil",2016-02-29,19
"Región Metropolitana de Santiago","Chile",2016-02-29,923
"Bío-Bío","Chile",2016-02-29,93
"Valparaíso","Chile",2016-02-29,69
"Los Lagos","Chile",2016-02-29,35
"La Araucanía","Chile",2016-02-29,63
"Maule","Chile",2016-02-29,12
"Atacama","Chile",2016-02-29,3
"Coquimbo","Chile",2016-02-29,7
"Los Ríos","Chile",2016-02-29,6
"Antofagasta","Chile",2016-02-29,7
"Tarapacá","Chile",2016-02-29,6
"Libertador General Bernardo O'Higgins","Chile",2016-02-29,5
"Arica y Parinacota","Chile",2016-02-29,1
"Magallanes y Antártica Chilena","Chile",2016-02-29,5
"Aisén del General Carlos Ibáñez del Campo","Chile",2016-02-29,1
"Córdoba","Colombia",2016-02-29,987
"Bogota","Colombia",2016-02-29,374
"Antioquia","Colombia",2016-02-29,58
"Atlántico","Colombia",2016-02-29,20
"Cauca","Colombia",2016-02-29,40
"Valle del Cauca","Colombia",2016-02-29,58
"Bolívar","Colombia",2016-02-29,33
"Santander","Colombia",2016-02-29,54
"Cesar","Colombia",2016-02-29,26
"Sucre","Colombia",2016-02-29,31
"Risaralda","Colombia",2016-02-29,7
"Meta","Colombia",2016-02-29,21
"Huila","Colombia",2016-02-29,8
"Boyacá","Colombia",2016-02-29,2
"Magdalena","Colombia",2016-02-29,11
"Casanare","Colombia",2016-02-29,7
"Norte de Santander","Colombia",2016-02-29,18
"Tolima","Colombia",2016-02-29,19
"La Guajira","Colombia",2016-02-29,7
"Nariño","Colombia",2016-02-29,28
"Cundinamarca","Colombia",2016-02-29,5
"Caldas","Colombia",2016-02-29,9
"Caquetá","Colombia",2016-02-29,2
"Quindío","Colombia",2016-02-29,0
"Arauca","Colombia",2016-02-29,0
"Chocó","Colombia",2016-02-29,0
"Putumayo","Colombia",2016-02-29,0
"San Andrés y Providencia","Colombia",2016-02-29,0
"Vaupés","Colombia",2016-02-29,0
"Vichada","Colombia",2016-02-29,0
"Guaviare","Colombia",2016-02-29,0
"Guainía","Colombia",2016-02-29,0
"Amazonas","Colombia",2016-02-29,0
"Pichincha","Ecuador",2016-02-29,158
"Guayas","Ecuador",2016-02-29,63
"Loja","Ecuador",2016-02-29,33
"Manabi","Ecuador",2016-02-29,137
"El Oro","Ecuador",2016-02-29,25
"Los Rios","Ecuador",2016-02-29,28
"Azuay","Ecuador",2016-02-29,11
"Esmeraldas","Ecuador",2016-02-29,21
"Zamora Chinchipe","Ecuador",2016-02-29,0
"Tungurahua","Ecuador",2016-02-29,0
"Santa Elena","Ecuador",2016-02-29,4
"Morona Santiago","Ecuador",2016-02-29,0
"Imbabura","Ecuador",2016-02-29,4
"Galápagos","Ecuador",2016-02-29,0
"Chimborazo","Ecuador",2016-02-29,0
"Napo","Ecuador",2016-02-29,1
"Orellana","Ecuador",2016-02-29,1
"Santo Domingo de los Tsáchilas","Ecuador",2016-02-29,0
"Cañar","Ecuador",2016-02-29,0
"Cotopaxi","Ecuador",2016-02-29,1
"Sucumbios","Ecuador",2016-02-29,0
"Pastaza","Ecuador",2016-02-29,0
"Bolivar","Ecuador",2016-02-29,0
"Carchi","Ecuador",2016-02-29,0
"East Berbice-Corentyne","Guyana",2016-02-29,2
"Mahaica-Berbice","Guyana",2016-02-29,0
"Upper Takutu-Upper Essequibo","Guyana",2016-02-29,0
"Upper Demerara-Berbice","Guyana",2016-02-29,0
"Potaro-Siparuni","Guyana",2016-02-29,0
"Pomeroon-Supenaam","Guyana",2016-02-29,0
"Essequibo Islands-West Demerara","Guyana",2016-02-29,0
"Demerara-Mahaica","Guyana",2016-02-29,0
"Cuyuni-Mazaruni","Guyana",2016-02-29,0
"Barima-Waini","Guyana",2016-02-29,0
"Asunción","Paraguay",2016-02-29,979
"Central","Paraguay",2016-02-29,117
"Alto Paraná","Paraguay",2016-02-29,42
"Itapúa","Paraguay",2016-02-29,33
"Caaguazú","Paraguay",2016-02-29,44
"Misiones","Paraguay",2016-02-29,59
"Guairá","Paraguay",2016-02-29,15
"Ñeembucú","Paraguay",2016-02-29,6
"Amambay","Paraguay",2016-02-29,7
"Presidente Hayes","Paraguay",2016-02-29,4
"Concepción","Paraguay",2016-02-29,5
"Cordillera","Paraguay",2016-02-29,5
"Paraguarí","Paraguay",2016-02-29,0
"Caazapá","Paraguay",2016-02-29,2
"San Pedro","Paraguay",2016-02-29,2
"Canindeyú","Paraguay",2016-02-29,3
"Boquerón","Paraguay",2016-02-29,0
"Alto Paraguay","Paraguay",2016-02-29,0
"Lima Province","Peru",2016-02-29,354
"La Libertad","Peru",2016-02-29,19
"Piura","Peru",2016-02-29,14
"Lima","Peru",2016-02-29,10
"Ayacucho","Peru",2016-02-29,6
"Arequipa","Peru",2016-02-29,11
"Ucayali","Peru",2016-02-29,0
"Junín","Peru",2016-02-29,1
"Ancash","Peru",2016-02-29,2
"Lambayeque","Peru",2016-02-29,11
"Callao","Peru",2016-02-29,2
"Callao","Peru",2016-02-29,2
"Loreto","Peru",2016-02-29,4
"San Martín","Peru",2016-02-29,4
"Cajamarca","Peru",2016-02-29,1
"Madre de Dios","Peru",2016-02-29,0
"Cusco","Peru",2016-02-29,1
"Huánuco","Peru",2016-02-29,1
"Tumbes","Peru",2016-02-29,0
"Ica","Peru",2016-02-29,0
"Huancavelica","Peru",2016-02-29,0
"Tacna","Peru",2016-02-29,0
"Amazonas","Peru",2016-02-29,2
"Moquegua","Peru",2016-02-29,0
"Apurímac","Peru",2016-02-29,0
"Pasco","Peru",2016-02-29,0
"Paramaribo","Suriname",2016-02-29,0
"Wanica","Suriname",2016-02-29,0
"Sipaliwini","Suriname",2016-02-29,0
"Saramacca","Suriname",2016-02-29,0
"Para","Suriname",2016-02-29,0
"Nickerie","Suriname",2016-02-29,0
"Marowijne","Suriname",2016-02-29,0
"Coronie","Suriname",2016-02-29,0
"Commewijne","Suriname",2016-02-29,0
"Brokopondo","Suriname",2016-02-29,0
"Montevideo","Uruguay",2016-02-29,1974
"Canelones","Uruguay",2016-02-29,174
"Maldonado","Uruguay",2016-02-29,98
"Salto","Uruguay",2016-02-29,54
"Lavalleja","Uruguay",2016-02-29,35
"Tacuarembó","Uruguay",2016-02-29,22
"Paysandú","Uruguay",2016-02-29,38
"Durazno","Uruguay",2016-02-29,35
"Colonia","Uruguay",2016-02-29,24
"Río Negro","Uruguay",2016-02-29,17
"Artigas","Uruguay",2016-02-29,32
"Rocha","Uruguay",2016-02-29,34
"Flores","Uruguay",2016-02-29,5
"Rivera","Uruguay",2016-02-29,20
"Soriano","Uruguay",2016-02-29,14
"Treinta y Tres","Uruguay",2016-02-29,9
"Cerro Largo","Uruguay",2016-02-29,9
"San José","Uruguay",2016-02-29,6
"Florida","Uruguay",2016-02-29,1
"Distrito Capital","Venezuela",2016-02-29,2498
"Aragua","Venezuela",2016-02-29,1060
"Carabobo","Venezuela",2016-02-29,149
"Zulia","Venezuela",2016-02-29,151
"Lara","Venezuela",2016-02-29,129
"Táchira","Venezuela",2016-02-29,181
"Guárico","Venezuela",2016-02-29,17
"Barinas","Venezuela",2016-02-29,31
"Monagas","Venezuela",2016-02-29,44
"Bolívar","Venezuela",2016-02-29,69
"Anzoátegui","Venezuela",2016-02-29,53
"Miranda","Venezuela",2016-02-29,43
"Falcón","Venezuela",2016-02-29,45
"Vargas","Venezuela",2016-02-29,16
"Cojedes","Venezuela",2016-02-29,18
"Mérida","Venezuela",2016-02-29,6
"Yaracuy","Venezuela",2016-02-29,9
"Trujillo","Venezuela",2016-02-29,13
"Portuguesa","Venezuela",2016-02-29,14
"Nueva Esparta","Venezuela",2016-02-29,10
"Sucre","Venezuela",2016-02-29,5
"Apure","Venezuela",2016-02-29,9
"Amazonas","Venezuela",2016-02-29,2
"Delta Amacuro","Venezuela",2016-02-29,1
"Dependencias Federales","Venezuela",2016-02-29,0
"Buenos Aires","Argentine",2016-03-07,10298
"Buenos Aires Province","Argentine",2016-03-07,2850
"Misiones Province","Argentine",2016-03-07,742
"Santa Fe Province","Argentine",2016-03-07,759
"Corrientes Province","Argentine",2016-03-07,477
"Salta Province","Argentine",2016-03-07,168
"Chaco Province","Argentine",2016-03-07,113
"Mendoza Province","Argentine",2016-03-07,114
"Entre Ríos Province","Argentine",2016-03-07,273
"Córdoba Province, Argentina","Argentine",2016-03-07,86
"Tucumán Province","Argentine",2016-03-07,117
"Chubut Province","Argentine",2016-03-07,74
"Jujuy Province","Argentine",2016-03-07,44
"Neuquén Province","Argentine",2016-03-07,33
"Formosa Province","Argentine",2016-03-07,26
"Río Negro Province","Argentine",2016-03-07,40
"Tierra del Fuego Province","Argentine",2016-03-07,28
"Catamarca Province","Argentine",2016-03-07,27
"Santa Cruz Province","Argentine",2016-03-07,18
"La Pampa Province","Argentine",2016-03-07,20
"La Rioja Province","Argentine",2016-03-07,11
"San Luis Province","Argentine",2016-03-07,19
"San Juan Province","Argentine",2016-03-07,2
"Santiago del Estero Province","Argentine",2016-03-07,5
"La Paz","Bolivia",2016-03-07,54
"El Beni","Bolivia",2016-03-07,8
"Santa Cruz","Bolivia",2016-03-07,1
"Tarija","Bolivia",2016-03-07,4
"Cochabamba","Bolivia",2016-03-07,4
"Potosí","Bolivia",2016-03-07,0
"Oruro","Bolivia",2016-03-07,0
"Chuquisaca","Bolivia",2016-03-07,0
"Pando","Bolivia",2016-03-07,0
"Federal District","Brazil",2016-03-07,18332
"São Paulo","Brazil",2016-03-07,2785
"Rio de Janeiro","Brazil",2016-03-07,1512
"Minas Gerais","Brazil",2016-03-07,2398
"Paraná","Brazil",2016-03-07,1003
"Rio Grande do Sul","Brazil",2016-03-07,654
"Santa Catarina","Brazil",2016-03-07,507
"Bahia","Brazil",2016-03-07,519
"Pernambuco","Brazil",2016-03-07,269
"Goiás","Brazil",2016-03-07,209
"Rio Grande do Norte","Brazil",2016-03-07,271
"Espírito Santo","Brazil",2016-03-07,215
"Ceará","Brazil",2016-03-07,177
"Pará","Brazil",2016-03-07,216
"Paraíba","Brazil",2016-03-07,246
"Maranhão","Brazil",2016-03-07,123
"Amazonas","Brazil",2016-03-07,100
"Mato Grosso do Sul","Brazil",2016-03-07,101
"Mato Grosso","Brazil",2016-03-07,60
"Alagoas","Brazil",2016-03-07,93
"Piauí","Brazil",2016-03-07,35
"Tocantins","Brazil",2016-03-07,32
"Amapá","Brazil",2016-03-07,47
"Sergipe","Brazil",2016-03-07,41
"Acre","Brazil",2016-03-07,24
"Rondônia","Brazil",2016-03-07,44
"Roraima","Brazil",2016-03-07,15
"Región Metropolitana de Santiago","Chile",2016-03-07,314
"Bío-Bío","Chile",2016-03-07,62
"Valparaíso","Chile",2016-03-07,16
"Los Lagos","Chile",2016-03-07,19
"La Araucanía","Chile",2016-03-07,30
"Maule","Chile",2016-03-07,5
"Atacama","Chile",2016-03-07,3
"Coquimbo","Chile",2016-03-07,1
"Los Ríos","Chile",2016-03-07,0
"Antofagasta","Chile",2016-03-07,4
"Tarapacá","Chile",2016-03-07,2
"Libertador General Bernardo O'Higgins","Chile",2016-03-07,2
"Arica y Parinacota","Chile",2016-03-07,0
"Magallanes y Antártica Chilena","Chile",2016-03-07,0
"Aisén del General Carlos Ibáñez del Campo","Chile",2016-03-07,0
"Córdoba","Colombia",2016-03-07,563
"Bogota","Colombia",2016-03-07,307
"Antioquia","Colombia",2016-03-07,55
"Atlántico","Colombia",2016-03-07,20
"Cauca","Colombia",2016-03-07,64
"Valle del Cauca","Colombia",2016-03-07,102
"Bolívar","Colombia",2016-03-07,28
"Santander","Colombia",2016-03-07,21
"Cesar","Colombia",2016-03-07,21
"Sucre","Colombia",2016-03-07,2
"Risaralda","Colombia",2016-03-07,15
"Meta","Colombia",2016-03-07,6
"Huila","Colombia",2016-03-07,5
"Boyacá","Colombia",2016-03-07,6
"Magdalena","Colombia",2016-03-07,14
"Casanare","Colombia",2016-03-07,12
"Norte de Santander","Colombia",2016-03-07,11
"Tolima","Colombia",2016-03-07,6
"La Guajira","Colombia",2016-03-07,3
"Nariño","Colombia",2016-03-07,8
"Cundinamarca","Colombia",2016-03-07,3
"Caldas","Colombia",2016-03-07,2
"Caquetá","Colombia",2016-03-07,0
"Quindío","Colombia",2016-03-07,0
"Arauca","Colombia",2016-03-07,0
"Chocó","Colombia",2016-03-07,0
"Putumayo","Colombia",2016-03-07,0
"San Andrés y Providencia","Colombia",2016-03-07,0
"Vaupés","Colombia",2016-03-07,0
"Vichada","Colombia",2016-03-07,0
"Guaviare","Colombia",2016-03-07,0
"Guainía","Colombia",2016-03-07,0
"Amazonas","Colombia",2016-03-07,0
"Pichincha","Ecuador",2016-03-07,105
"Guayas","Ecuador",2016-03-07,95
"Loja","Ecuador",2016-03-07,10
"Manabi","Ecuador",2016-03-07,5
"El Oro","Ecuador",2016-03-07,8
"Los Rios","Ecuador",2016-03-07,8
"Azuay","Ecuador",2016-03-07,7
"Esmeraldas","Ecuador",2016-03-07,2
"Zamora Chinchipe","Ecuador",2016-03-07,0
"Tungurahua","Ecuador",2016-03-07,0
"Santa Elena","Ecuador",2016-03-07,1
"Morona Santiago","Ecuador",2016-03-07,3
"Imbabura","Ecuador",2016-03-07,4
"Galápagos","Ecuador",2016-03-07,1
"Chimborazo","Ecuador",2016-03-07,1
"Napo","Ecuador",2016-03-07,0
"Orellana","Ecuador",2016-03-07,0
"Santo Domingo de los Tsáchilas","Ecuador",2016-03-07,0
"Cañar","Ecuador",2016-03-07,1
"Cotopaxi","Ecuador",2016-03-07,0
"Sucumbios","Ecuador",2016-03-07,0
"Pastaza","Ecuador",2016-03-07,0
"Bolivar","Ecuador",2016-03-07,0
"Carchi","Ecuador",2016-03-07,0
"East Berbice-Corentyne","Guyana",2016-03-07,0
"Mahaica-Berbice","Guyana",2016-03-07,0
"Upper Takutu-Upper Essequibo","Guyana",2016-03-07,0
"Upper Demerara-Berbice","Guyana",2016-03-07,0
"Potaro-Siparuni","Guyana",2016-03-07,0
"Pomeroon-Supenaam","Guyana",2016-03-07,0
"Essequibo Islands-West Demerara","Guyana",2016-03-07,0
"Demerara-Mahaica","Guyana",2016-03-07,0
"Cuyuni-Mazaruni","Guyana",2016-03-07,0
"Barima-Waini","Guyana",2016-03-07,0
"Asunción","Paraguay",2016-03-07,922
"Central","Paraguay",2016-03-07,89
"Alto Paraná","Paraguay",2016-03-07,16
"Itapúa","Paraguay",2016-03-07,36
"Caaguazú","Paraguay",2016-03-07,58
"Misiones","Paraguay",2016-03-07,25
"Guairá","Paraguay",2016-03-07,14
"Ñeembucú","Paraguay",2016-03-07,3
"Amambay","Paraguay",2016-03-07,4
"Presidente Hayes","Paraguay",2016-03-07,3
"Concepción","Paraguay",2016-03-07,4
"Cordillera","Paraguay",2016-03-07,5
"Paraguarí","Paraguay",2016-03-07,4
"Caazapá","Paraguay",2016-03-07,4
"San Pedro","Paraguay",2016-03-07,3
"Canindeyú","Paraguay",2016-03-07,1
"Boquerón","Paraguay",2016-03-07,0
"Alto Paraguay","Paraguay",2016-03-07,0
"Lima Province","Peru",2016-03-07,170
"La Libertad","Peru",2016-03-07,11
"Piura","Peru",2016-03-07,7
"Lima","Peru",2016-03-07,11
"Ayacucho","Peru",2016-03-07,8
"Arequipa","Peru",2016-03-07,7
"Ucayali","Peru",2016-03-07,1
"Junín","Peru",2016-03-07,0
"Ancash","Peru",2016-03-07,2
"Lambayeque","Peru",2016-03-07,2
"Callao","Peru",2016-03-07,4
"Callao","Peru",2016-03-07,4
"Loreto","Peru",2016-03-07,1
"San Martín","Peru",2016-03-07,6
"Cajamarca","Peru",2016-03-07,2
"Madre de Dios","Peru",2016-03-07,0
"Cusco","Peru",2016-03-07,0
"Huánuco","Peru",2016-03-07,0
"Tumbes","Peru",2016-03-07,1
"Ica","Peru",2016-03-07,1
"Huancavelica","Peru",2016-03-07,0
"Tacna","Peru",2016-03-07,0
"Amazonas","Peru",2016-03-07,1
"Moquegua","Peru",2016-03-07,0
"Apurímac","Peru",2016-03-07,0
"Pasco","Peru",2016-03-07,0
"Paramaribo","Suriname",2016-03-07,0
"Wanica","Suriname",2016-03-07,0
"Sipaliwini","Suriname",2016-03-07,0
"Saramacca","Suriname",2016-03-07,0
"Para","Suriname",2016-03-07,0
"Nickerie","Suriname",2016-03-07,0
"Marowijne","Suriname",2016-03-07,0
"Coronie","Suriname",2016-03-07,0
"Commewijne","Suriname",2016-03-07,0
"Brokopondo","Suriname",2016-03-07,0
"Montevideo","Uruguay",2016-03-07,1196
"Canelones","Uruguay",2016-03-07,121
"Maldonado","Uruguay",2016-03-07,40
"Salto","Uruguay",2016-03-07,33
"Lavalleja","Uruguay",2016-03-07,34
"Tacuarembó","Uruguay",2016-03-07,20
"Paysandú","Uruguay",2016-03-07,14
"Durazno","Uruguay",2016-03-07,23
"Colonia","Uruguay",2016-03-07,13
"Río Negro","Uruguay",2016-03-07,16
"Artigas","Uruguay",2016-03-07,22
"Rocha","Uruguay",2016-03-07,9
"Flores","Uruguay",2016-03-07,5
"Rivera","Uruguay",2016-03-07,19
"Soriano","Uruguay",2016-03-07,7
"Treinta y Tres","Uruguay",2016-03-07,7
"Cerro Largo","Uruguay",2016-03-07,4
"San José","Uruguay",2016-03-07,3
"Florida","Uruguay",2016-03-07,2
"Distrito Capital","Venezuela",2016-03-07,1342
"Aragua","Venezuela",2016-03-07,122
"Carabobo","Venezuela",2016-03-07,97
"Zulia","Venezuela",2016-03-07,38
"Lara","Venezuela",2016-03-07,74
"Táchira","Venezuela",2016-03-07,185
"Guárico","Venezuela",2016-03-07,7
"Barinas","Venezuela",2016-03-07,44
"Monagas","Venezuela",2016-03-07,10
"Bolívar","Venezuela",2016-03-07,42
"Anzoátegui","Venezuela",2016-03-07,26
"Miranda","Venezuela",2016-03-07,26
"Falcón","Venezuela",2016-03-07,35
"Vargas","Venezuela",2016-03-07,8
"Cojedes","Venezuela",2016-03-07,8
"Mérida","Venezuela",2016-03-07,3
"Yaracuy","Venezuela",2016-03-07,4
"Trujillo","Venezuela",2016-03-07,5
"Portuguesa","Venezuela",2016-03-07,6
"Nueva Esparta","Venezuela",2016-03-07,5
"Sucre","Venezuela",2016-03-07,2
"Apure","Venezuela",2016-03-07,8
"Amazonas","Venezuela",2016-03-07,0
"Delta Amacuro","Venezuela",2016-03-07,1
"Dependencias Federales","Venezuela",2016-03-07,0
"Buenos Aires","Argentine",2016-03-14,13193
"Buenos Aires Province","Argentine",2016-03-14,3334
"Misiones Province","Argentine",2016-03-14,1014
"Santa Fe Province","Argentine",2016-03-14,804
"Corrientes Province","Argentine",2016-03-14,630
"Salta Province","Argentine",2016-03-14,550
"Chaco Province","Argentine",2016-03-14,145
"Mendoza Province","Argentine",2016-03-14,179
"Entre Ríos Province","Argentine",2016-03-14,338
"Córdoba Province, Argentina","Argentine",2016-03-14,153
"Tucumán Province","Argentine",2016-03-14,140
"Chubut Province","Argentine",2016-03-14,70
"Jujuy Province","Argentine",2016-03-14,104
"Neuquén Province","Argentine",2016-03-14,64
"Formosa Province","Argentine",2016-03-14,41
"Río Negro Province","Argentine",2016-03-14,61
"Tierra del Fuego Province","Argentine",2016-03-14,33
"Catamarca Province","Argentine",2016-03-14,38
"Santa Cruz Province","Argentine",2016-03-14,18
"La Pampa Province","Argentine",2016-03-14,12
"La Rioja Province","Argentine",2016-03-14,31
"San Luis Province","Argentine",2016-03-14,26
"San Juan Province","Argentine",2016-03-14,18
"Santiago del Estero Province","Argentine",2016-03-14,15
"La Paz","Bolivia",2016-03-14,36
"El Beni","Bolivia",2016-03-14,6
"Santa Cruz","Bolivia",2016-03-14,6
"Tarija","Bolivia",2016-03-14,1
"Cochabamba","Bolivia",2016-03-14,1
"Potosí","Bolivia",2016-03-14,0
"Oruro","Bolivia",2016-03-14,1
"Chuquisaca","Bolivia",2016-03-14,3
"Pando","Bolivia",2016-03-14,0
"Federal District","Brazil",2016-03-14,22111
"São Paulo","Brazil",2016-03-14,3531
"Rio de Janeiro","Brazil",2016-03-14,2066
"Minas Gerais","Brazil",2016-03-14,2460
"Paraná","Brazil",2016-03-14,1087
"Rio Grande do Sul","Brazil",2016-03-14,852
"Santa Catarina","Brazil",2016-03-14,714
"Bahia","Brazil",2016-03-14,600
"Pernambuco","Brazil",2016-03-14,408
"Goiás","Brazil",2016-03-14,214
"Rio Grande do Norte","Brazil",2016-03-14,329
"Espírito Santo","Brazil",2016-03-14,277
"Ceará","Brazil",2016-03-14,207
"Pará","Brazil",2016-03-14,215
"Paraíba","Brazil",2016-03-14,199
"Maranhão","Brazil",2016-03-14,108
"Amazonas","Brazil",2016-03-14,145
"Mato Grosso do Sul","Brazil",2016-03-14,113
"Mato Grosso","Brazil",2016-03-14,67
"Alagoas","Brazil",2016-03-14,91
"Piauí","Brazil",2016-03-14,59
"Tocantins","Brazil",2016-03-14,33
"Amapá","Brazil",2016-03-14,41
"Sergipe","Brazil",2016-03-14,61
"Acre","Brazil",2016-03-14,51
"Rondônia","Brazil",2016-03-14,57
"Roraima","Brazil",2016-03-14,21
"Región Metropolitana de Santiago","Chile",2016-03-14,961
"Bío-Bío","Chile",2016-03-14,55
"Valparaíso","Chile",2016-03-14,72
"Los Lagos","Chile",2016-03-14,22
"La Araucanía","Chile",2016-03-14,24
"Maule","Chile",2016-03-14,14
"Atacama","Chile",2016-03-14,5
"Coquimbo","Chile",2016-03-14,10
"Los Ríos","Chile",2016-03-14,5
"Antofagasta","Chile",2016-03-14,4
"Tarapacá","Chile",2016-03-14,4
"Libertador General Bernardo O'Higgins","Chile",2016-03-14,4
"Arica y Parinacota","Chile",2016-03-14,1
"Magallanes y Antártica Chilena","Chile",2016-03-14,4
"Aisén del General Carlos Ibáñez del Campo","Chile",2016-03-14,0
"Córdoba","Colombia",2016-03-14,701
"Bogota","Colombia",2016-03-14,315
"Antioquia","Colombia",2016-03-14,37
"Atlántico","Colombia",2016-03-14,43
"Cauca","Colombia",2016-03-14,55
"Valle del Cauca","Colombia",2016-03-14,41
"Bolívar","Colombia",2016-03-14,73
"Santander","Colombia",2016-03-14,56
"Cesar","Colombia",2016-03-14,5
"Sucre","Colombia",2016-03-14,7
"Risaralda","Colombia",2016-03-14,9
"Meta","Colombia",2016-03-14,12
"Huila","Colombia",2016-03-14,11
"Boyacá","Colombia",2016-03-14,20
"Magdalena","Colombia",2016-03-14,7
"Casanare","Colombia",2016-03-14,2
"Norte de Santander","Colombia",2016-03-14,7
"Tolima","Colombia",2016-03-14,8
"La Guajira","Colombia",2016-03-14,11
"Nariño","Colombia",2016-03-14,5
"Cundinamarca","Colombia",2016-03-14,0
"Caldas","Colombia",2016-03-14,1
"Caquetá","Colombia",2016-03-14,3
"Quindío","Colombia",2016-03-14,2
"Arauca","Colombia",2016-03-14,0
"Chocó","Colombia",2016-03-14,0
"Putumayo","Colombia",2016-03-14,1
"San Andrés y Providencia","Colombia",2016-03-14,0
"Vaupés","Colombia",2016-03-14,1
"Vichada","Colombia",2016-03-14,0
"Guaviare","Colombia",2016-03-14,0
"Guainía","Colombia",2016-03-14,0
"Amazonas","Colombia",2016-03-14,0
"Pichincha","Ecuador",2016-03-14,199
"Guayas","Ecuador",2016-03-14,138
"Loja","Ecuador",2016-03-14,9
"Manabi","Ecuador",2016-03-14,72
"El Oro","Ecuador",2016-03-14,15
"Los Rios","Ecuador",2016-03-14,0
"Azuay","Ecuador",2016-03-14,4
"Esmeraldas","Ecuador",2016-03-14,8
"Zamora Chinchipe","Ecuador",2016-03-14,0
"Tungurahua","Ecuador",2016-03-14,0
"Santa Elena","Ecuador",2016-03-14,1
"Morona Santiago","Ecuador",2016-03-14,1
"Imbabura","Ecuador",2016-03-14,0
"Galápagos","Ecuador",2016-03-14,0
"Chimborazo","Ecuador",2016-03-14,2
"Napo","Ecuador",2016-03-14,2
"Orellana","Ecuador",2016-03-14,0
"Santo Domingo de los Tsáchilas","Ecuador",2016-03-14,0
"Cañar","Ecuador",2016-03-14,0
"Cotopaxi","Ecuador",2016-03-14,0
"Sucumbios","Ecuador",2016-03-14,0
"Pastaza","Ecuador",2016-03-14,1
"Bolivar","Ecuador",2016-03-14,0
"Carchi","Ecuador",2016-03-14,0
"East Berbice-Corentyne","Guyana",2016-03-14,1
"Mahaica-Berbice","Guyana",2016-03-14,1
"Upper Takutu-Upper Essequibo","Guyana",2016-03-14,0
"Upper Demerara-Berbice","Guyana",2016-03-14,0
"Potaro-Siparuni","Guyana",2016-03-14,0
"Pomeroon-Supenaam","Guyana",2016-03-14,0
"Essequibo Islands-West Demerara","Guyana",2016-03-14,0
"Demerara-Mahaica","Guyana",2016-03-14,0
"Cuyuni-Mazaruni","Guyana",2016-03-14,0
"Barima-Waini","Guyana",2016-03-14,0
"Asunción","Paraguay",2016-03-14,1349
"Central","Paraguay",2016-03-14,122
"Alto Paraná","Paraguay",2016-03-14,14
"Itapúa","Paraguay",2016-03-14,27
"Caaguazú","Paraguay",2016-03-14,31
"Misiones","Paraguay",2016-03-14,35
"Guairá","Paraguay",2016-03-14,17
"Ñeembucú","Paraguay",2016-03-14,10
"Amambay","Paraguay",2016-03-14,8
"Presidente Hayes","Paraguay",2016-03-14,2
"Concepción","Paraguay",2016-03-14,6
"Cordillera","Paraguay",2016-03-14,5
"Paraguarí","Paraguay",2016-03-14,3
"Caazapá","Paraguay",2016-03-14,7
"San Pedro","Paraguay",2016-03-14,0
"Canindeyú","Paraguay",2016-03-14,3
"Boquerón","Paraguay",2016-03-14,0
"Alto Paraguay","Paraguay",2016-03-14,0
"Lima Province","Peru",2016-03-14,452
"La Libertad","Peru",2016-03-14,24
"Piura","Peru",2016-03-14,13
"Lima","Peru",2016-03-14,17
"Ayacucho","Peru",2016-03-14,7
"Arequipa","Peru",2016-03-14,10
"Ucayali","Peru",2016-03-14,1
"Junín","Peru",2016-03-14,3
"Ancash","Peru",2016-03-14,1
"Lambayeque","Peru",2016-03-14,4
"Callao","Peru",2016-03-14,2
"Callao","Peru",2016-03-14,2
"Loreto","Peru",2016-03-14,1
"San Martín","Peru",2016-03-14,2
"Cajamarca","Peru",2016-03-14,3
"Madre de Dios","Peru",2016-03-14,0
"Cusco","Peru",2016-03-14,1
"Huánuco","Peru",2016-03-14,1
"Tumbes","Peru",2016-03-14,2
"Ica","Peru",2016-03-14,0
"Huancavelica","Peru",2016-03-14,0
"Tacna","Peru",2016-03-14,1
"Amazonas","Peru",2016-03-14,1
"Moquegua","Peru",2016-03-14,0
